Sample rate,Time,HR (bpm),Speed (mi/h),Pace (min/mi),Cadence,Altitude (ft),Stride length (in),Distances (ft),Temperatures (F),Power (W),
,00:02:20,81,,,,,,,,,
,00:02:21,80,,,,,,,,,
,00:02:22,80,,,,,,,,,
,00:02:23,81,,,,,,,,,
,00:02:24,82,,,,,,,,,
,00:02:25,82,,,,,,,,,
,00:02:26,82,,,,,,,,,
,00:02:27,84,,,,,,,,,
,00:02:28,85,,,,,,,,,
,00:02:29,85,,,,,,,,,
,00:02:30,86,,,,,,,,,
,00:02:31,87,,,,,,,,,
,00:02:32,88,,,,,,,,,
,00:02:33,88,,,,,,,,,
,00:02:34,90,,,,,,,,,
,00:02:35,92,,,,,,,,,
,00:02:36,91,,,,,,,,,
,00:02:37,91,,,,,,,,,
,00:02:38,91,,,,,,,,,
,00:02:39,90,,,,,,,,,
,00:02:40,91,,,,,,,,,
,00:02:41,92,,,,,,,,,
,00:02:42,93,,,,,,,,,
,00:02:43,91,,,,,,,,,
,00:02:44,91,,,,,,,,,
,00:02:45,91,,,,,,,,,
,00:02:46,91,,,,,,,,,
,00:02:47,91,,,,,,,,,
,00:02:48,93,,,,,,,,,
,00:02:49,91,,,,,,,,,
,00:02:50,91,,,,,,,,,
,00:02:51,90,,,,,,,,,
,00:02:52,89,,,,,,,,,
,00:02:53,88,,,,,,,,,
,00:02:54,89,,,,,,,,,
,00:02:55,90,,,,,,,,,
,00:02:56,91,,,,,,,,,
,00:02:57,91,,,,,,,,,
,00:02:58,91,,,,,,,,,
,00:02:59,91,,,,,,,,,
,00:03:00,91,,,,,,,,,
,00:03:01,92,,,,,,,,,
,00:03:02,91,,,,,,,,,
,00:03:03,91,,,,,,,,,
,00:03:04,91,,,,,,,,,
,00:03:05,91,,,,,,,,,
,00:03:06,92,,,,,,,,,
,00:03:07,93,,,,,,,,,
,00:03:08,95,,,,,,,,,
,00:03:09,95,,,,,,,,,
,00:03:10,95,,,,,,,,,
,00:03:11,93,,,,,,,,,
,00:03:12,92,,,,,,,,,
,00:03:13,89,,,,,,,,,
,00:03:14,88,,,,,,,,,
,00:03:15,88,,,,,,,,,
,00:03:16,86,,,,,,,,,
,00:03:17,86,,,,,,,,,
,00:03:18,86,,,,,,,,,
,00:03:19,87,,,,,,,,,
,00:03:20,85,,,,,,,,,
,00:03:21,84,,,,,,,,,
,00:03:22,84,,,,,,,,,
,00:03:23,84,,,,,,,,,
,00:03:24,83,,,,,,,,,
,00:03:25,85,,,,,,,,,
,00:03:26,86,,,,,,,,,
,00:03:27,88,,,,,,,,,
,00:03:28,89,,,,,,,,,
,00:03:29,90,,,,,,,,,
,00:03:30,90,,,,,,,,,
,00:03:31,90,,,,,,,,,
,00:03:32,89,,,,,,,,,
,00:03:33,90,,,,,,,,,
,00:03:34,91,,,,,,,,,
,00:03:35,91,,,,,,,,,
,00:03:36,91,,,,,,,,,
,00:03:37,91,,,,,,,,,
,00:03:38,91,,,,,,,,,
,00:03:39,90,,,,,,,,,
,00:03:40,90,,,,,,,,,
,00:03:41,90,,,,,,,,,
,00:03:42,89,,,,,,,,,
,00:03:43,88,,,,,,,,,
,00:03:44,86,,,,,,,,,
,00:03:45,86,,,,,,,,,
,00:03:46,87,,,,,,,,,
,00:03:47,89,,,,,,,,,
,00:03:48,90,,,,,,,,,
,00:03:49,90,,,,,,,,,
,00:03:50,89,,,,,,,,,
,00:03:51,88,,,,,,,,,
,00:03:52,87,,,,,,,,,
,00:03:53,85,,,,,,,,,
,00:03:54,84,,,,,,,,,
,00:03:55,84,,,,,,,,,
,00:03:56,85,,,,,,,,,
,00:03:57,85,,,,,,,,,
,00:03:58,85,,,,,,,,,
,00:03:59,85,,,,,,,,,
,00:04:00,84,,,,,,,,,
,00:04:01,84,,,,,,,,,
,00:04:02,84,,,,,,,,,
,00:04:03,83,,,,,,,,,
,00:04:04,83,,,,,,,,,
,00:04:05,82,,,,,,,,,
,00:04:06,82,,,,,,,,,
,00:04:07,82,,,,,,,,,
,00:04:08,82,,,,,,,,,
,00:04:09,83,,,,,,,,,
,00:04:10,86,,,,,,,,,
,00:04:11,87,,,,,,,,,
,00:04:12,89,,,,,,,,,
,00:04:13,88,,,,,,,,,
,00:04:14,88,,,,,,,,,
,00:04:15,86,,,,,,,,,
,00:04:16,85,,,,,,,,,
,00:04:17,85,,,,,,,,,
,00:04:18,85,,,,,,,,,
,00:04:19,85,,,,,,,,,
,00:04:20,86,,,,,,,,,
,00:04:21,86,,,,,,,,,
,00:04:22,85,,,,,,,,,
,00:04:23,85,,,,,,,,,
,00:04:24,85,,,,,,,,,
,00:04:25,85,,,,,,,,,
,00:04:26,85,,,,,,,,,
,00:04:27,87,,,,,,,,,
,00:04:28,87,,,,,,,,,
,00:04:29,87,,,,,,,,,
,00:04:30,87,,,,,,,,,
,00:04:31,86,,,,,,,,,
,00:04:32,87,,,,,,,,,
,00:04:33,86,,,,,,,,,
,00:04:34,88,,,,,,,,,
,00:04:35,88,,,,,,,,,
,00:04:36,88,,,,,,,,,
,00:04:37,89,,,,,,,,,
,00:04:38,89,,,,,,,,,
,00:04:39,88,,,,,,,,,
,00:04:40,87,,,,,,,,,
,00:04:41,86,,,,,,,,,
,00:04:42,86,,,,,,,,,
,00:04:43,86,,,,,,,,,
,00:04:44,87,,,,,,,,,
,00:04:45,87,,,,,,,,,
,00:04:46,89,,,,,,,,,
,00:04:47,90,,,,,,,,,
,00:04:48,90,,,,,,,,,
,00:04:49,90,,,,,,,,,
,00:04:50,90,,,,,,,,,
,00:04:51,89,,,,,,,,,
,00:04:52,90,,,,,,,,,
,00:04:53,89,,,,,,,,,
,00:04:54,88,,,,,,,,,
,00:04:55,89,,,,,,,,,
,00:04:56,89,,,,,,,,,
,00:04:57,88,,,,,,,,,
,00:04:58,87,,,,,,,,,
,00:04:59,85,,,,,,,,,
,00:05:00,85,,,,,,,,,
,00:05:01,85,,,,,,,,,
,00:05:02,86,,,,,,,,,
,00:05:03,86,,,,,,,,,
,00:05:04,86,,,,,,,,,
,00:05:05,86,,,,,,,,,
,00:05:06,86,,,,,,,,,
,00:05:07,87,,,,,,,,,
,00:05:08,87,,,,,,,,,
,00:05:09,88,,,,,,,,,
,00:05:10,89,,,,,,,,,
,00:05:11,90,,,,,,,,,
,00:05:12,91,,,,,,,,,
,00:05:13,91,,,,,,,,,
,00:05:14,90,,,,,,,,,
,00:05:15,90,,,,,,,,,
,00:05:16,89,,,,,,,,,
,00:05:17,89,,,,,,,,,
,00:05:18,91,,,,,,,,,
,00:05:19,92,,,,,,,,,
,00:05:20,92,,,,,,,,,
,00:05:21,93,,,,,,,,,
,00:05:22,94,,,,,,,,,
,00:05:23,93,,,,,,,,,
,00:05:24,93,,,,,,,,,
,00:05:25,92,,,,,,,,,
,00:05:26,92,,,,,,,,,
,00:05:27,92,,,,,,,,,
,00:05:28,92,,,,,,,,,
,00:05:29,91,,,,,,,,,
,00:05:30,94,,,,,,,,,
,00:05:31,95,,,,,,,,,
,00:05:32,95,,,,,,,,,
,00:05:33,95,,,,,,,,,
,00:05:34,95,,,,,,,,,
,00:05:35,95,,,,,,,,,
,00:05:36,95,,,,,,,,,
,00:05:37,96,,,,,,,,,
,00:05:38,96,,,,,,,,,
,00:05:39,96,,,,,,,,,
,00:05:40,96,,,,,,,,,
,00:05:41,95,,,,,,,,,
,00:05:42,95,,,,,,,,,
,00:05:43,95,,,,,,,,,
,00:05:44,95,,,,,,,,,
,00:05:45,94,,,,,,,,,
,00:05:46,94,,,,,,,,,
,00:05:47,95,,,,,,,,,
,00:05:48,94,,,,,,,,,
,00:05:49,92,,,,,,,,,
,00:05:50,91,,,,,,,,,
,00:05:51,90,,,,,,,,,
,00:05:52,90,,,,,,,,,
,00:05:53,90,,,,,,,,,
,00:05:54,91,,,,,,,,,
,00:05:55,90,,,,,,,,,
,00:05:56,90,,,,,,,,,
,00:05:57,90,,,,,,,,,
,00:05:58,90,,,,,,,,,
,00:05:59,91,,,,,,,,,
,00:06:00,92,,,,,,,,,
,00:06:01,94,,,,,,,,,
,00:06:02,95,,,,,,,,,
,00:06:03,96,,,,,,,,,
,00:06:04,97,,,,,,,,,
,00:06:05,97,,,,,,,,,
,00:06:06,96,,,,,,,,,
,00:06:07,96,,,,,,,,,
,00:06:08,96,,,,,,,,,
,00:06:09,96,,,,,,,,,
,00:06:10,97,,,,,,,,,
,00:06:11,98,,,,,,,,,
,00:06:12,99,,,,,,,,,
,00:06:13,99,,,,,,,,,
,00:06:14,98,,,,,,,,,
,00:06:15,96,,,,,,,,,
,00:06:16,96,,,,,,,,,
,00:06:17,96,,,,,,,,,
,00:06:18,94,,,,,,,,,
,00:06:19,94,,,,,,,,,
,00:06:20,94,,,,,,,,,
,00:06:21,94,,,,,,,,,
,00:06:22,92,,,,,,,,,
,00:06:23,90,,,,,,,,,
,00:06:24,88,,,,,,,,,
,00:06:25,88,,,,,,,,,
,00:06:26,89,,,,,,,,,
,00:06:27,91,,,,,,,,,
,00:06:28,92,,,,,,,,,
,00:06:29,93,,,,,,,,,
,00:06:30,94,,,,,,,,,
,00:06:31,94,,,,,,,,,
,00:06:32,94,,,,,,,,,
,00:06:33,94,,,,,,,,,
,00:06:34,94,,,,,,,,,
,00:06:35,94,,,,,,,,,
,00:06:36,96,,,,,,,,,
,00:06:37,96,,,,,,,,,
,00:06:38,96,,,,,,,,,
,00:06:39,97,,,,,,,,,
,00:06:40,98,,,,,,,,,
,00:06:41,96,,,,,,,,,
,00:06:42,97,,,,,,,,,
,00:06:43,97,,,,,,,,,
,00:06:44,97,,,,,,,,,
,00:06:45,96,,,,,,,,,
,00:06:46,96,,,,,,,,,
,00:06:47,95,,,,,,,,,
,00:06:48,94,,,,,,,,,
,00:06:49,94,,,,,,,,,
,00:06:50,94,,,,,,,,,
,00:06:51,94,,,,,,,,,
,00:06:52,93,,,,,,,,,
,00:06:53,92,,,,,,,,,
,00:06:54,92,,,,,,,,,
,00:06:55,91,,,,,,,,,
,00:06:56,91,,,,,,,,,
,00:06:57,92,,,,,,,,,
,00:06:58,92,,,,,,,,,
,00:06:59,92,,,,,,,,,
,00:07:00,92,,,,,,,,,
,00:07:01,92,,,,,,,,,
,00:07:02,92,,,,,,,,,
,00:07:03,92,,,,,,,,,
,00:07:04,93,,,,,,,,,
,00:07:05,94,,,,,,,,,
,00:07:06,94,,,,,,,,,
,00:07:07,94,,,,,,,,,
,00:07:08,94,,,,,,,,,
,00:07:09,94,,,,,,,,,
,00:07:10,95,,,,,,,,,
,00:07:11,95,,,,,,,,,
,00:07:12,96,,,,,,,,,
,00:07:13,96,,,,,,,,,
,00:07:14,97,,,,,,,,,
,00:07:15,97,,,,,,,,,
,00:07:16,97,,,,,,,,,
,00:07:17,98,,,,,,,,,
,00:07:18,98,,,,,,,,,
,00:07:19,97,,,,,,,,,
,00:07:20,97,,,,,,,,,
,00:07:21,95,,,,,,,,,
,00:07:22,96,,,,,,,,,
,00:07:23,96,,,,,,,,,
,00:07:24,97,,,,,,,,,
,00:07:25,97,,,,,,,,,
,00:07:26,98,,,,,,,,,
,00:07:27,98,,,,,,,,,
,00:07:28,98,,,,,,,,,
,00:07:29,97,,,,,,,,,
,00:07:30,98,,,,,,,,,
,00:07:31,97,,,,,,,,,
,00:07:32,97,,,,,,,,,
,00:07:33,97,,,,,,,,,
,00:07:34,96,,,,,,,,,
,00:07:35,96,,,,,,,,,
,00:07:36,97,,,,,,,,,
,00:07:37,97,,,,,,,,,
,00:07:38,96,,,,,,,,,
,00:07:39,96,,,,,,,,,
,00:07:40,95,,,,,,,,,
,00:07:41,95,,,,,,,,,
,00:07:42,96,,,,,,,,,
,00:07:43,97,,,,,,,,,
,00:07:44,97,,,,,,,,,
,00:07:45,97,,,,,,,,,
,00:07:46,97,,,,,,,,,
,00:07:47,98,,,,,,,,,
,00:07:48,98,,,,,,,,,
,00:07:49,99,,,,,,,,,
,00:07:50,98,,,,,,,,,
,00:07:51,98,,,,,,,,,
,00:07:52,99,,,,,,,,,
,00:07:53,99,,,,,,,,,
,00:07:54,100,,,,,,,,,
,00:07:55,99,,,,,,,,,
,00:07:56,99,,,,,,,,,
,00:07:57,99,,,,,,,,,
,00:07:58,99,,,,,,,,,
,00:07:59,98,,,,,,,,,
,00:08:00,96,,,,,,,,,
,00:08:01,95,,,,,,,,,
,00:08:02,92,,,,,,,,,
,00:08:03,91,,,,,,,,,
,00:08:04,90,,,,,,,,,
,00:08:05,90,,,,,,,,,
,00:08:06,90,,,,,,,,,
,00:08:07,90,,,,,,,,,
,00:08:08,90,,,,,,,,,
,00:08:09,90,,,,,,,,,
,00:08:10,90,,,,,,,,,
,00:08:11,89,,,,,,,,,
,00:08:12,90,,,,,,,,,
,00:08:13,90,,,,,,,,,
,00:08:14,91,,,,,,,,,
,00:08:15,92,,,,,,,,,
,00:08:16,92,,,,,,,,,
,00:08:17,92,,,,,,,,,
,00:08:18,92,,,,,,,,,
,00:08:19,92,,,,,,,,,
,00:08:20,93,,,,,,,,,
,00:08:21,95,,,,,,,,,
,00:08:22,95,,,,,,,,,
,00:08:23,96,,,,,,,,,
,00:08:24,98,,,,,,,,,
,00:08:25,100,,,,,,,,,
,00:08:26,100,,,,,,,,,
,00:08:27,99,,,,,,,,,
,00:08:28,98,,,,,,,,,
,00:08:29,97,,,,,,,,,
,00:08:30,96,,,,,,,,,
,00:08:31,95,,,,,,,,,
,00:08:32,96,,,,,,,,,
,00:08:33,96,,,,,,,,,
,00:08:34,97,,,,,,,,,
,00:08:35,99,,,,,,,,,
,00:08:36,99,,,,,,,,,
,00:08:37,100,,,,,,,,,
,00:08:38,98,,,,,,,,,
,00:08:39,98,,,,,,,,,
,00:08:40,97,,,,,,,,,
,00:08:41,97,,,,,,,,,
,00:08:42,98,,,,,,,,,
,00:08:43,98,,,,,,,,,
,00:08:44,99,,,,,,,,,
,00:08:45,99,,,,,,,,,
,00:08:46,100,,,,,,,,,
,00:08:47,100,,,,,,,,,
,00:08:48,99,,,,,,,,,
,00:08:49,99,,,,,,,,,
,00:08:50,100,,,,,,,,,
,00:08:51,100,,,,,,,,,
,00:08:52,100,,,,,,,,,
,00:08:53,101,,,,,,,,,
,00:08:54,101,,,,,,,,,
,00:08:55,101,,,,,,,,,
,00:08:56,102,,,,,,,,,
,00:08:57,101,,,,,,,,,
,00:08:58,99,,,,,,,,,
,00:08:59,99,,,,,,,,,
,00:09:00,98,,,,,,,,,
,00:09:01,98,,,,,,,,,
,00:09:02,98,,,,,,,,,
,00:09:03,98,,,,,,,,,
,00:09:04,97,,,,,,,,,
,00:09:05,98,,,,,,,,,
,00:09:06,98,,,,,,,,,
,00:09:07,100,,,,,,,,,
,00:09:08,100,,,,,,,,,
,00:09:09,98,,,,,,,,,
,00:09:10,96,,,,,,,,,
,00:09:11,94,,,,,,,,,
,00:09:12,94,,,,,,,,,
,00:09:13,93,,,,,,,,,
,00:09:14,93,,,,,,,,,
,00:09:15,94,,,,,,,,,
,00:09:16,95,,,,,,,,,
,00:09:17,94,,,,,,,,,
,00:09:18,95,,,,,,,,,
,00:09:19,95,,,,,,,,,
,00:09:20,95,,,,,,,,,
,00:09:21,96,,,,,,,,,
,00:09:22,96,,,,,,,,,
,00:09:23,96,,,,,,,,,
,00:09:24,96,,,,,,,,,
,00:09:25,96,,,,,,,,,
,00:09:26,96,,,,,,,,,
,00:09:27,96,,,,,,,,,
,00:09:28,97,,,,,,,,,
,00:09:29,98,,,,,,,,,
,00:09:30,98,,,,,,,,,
,00:09:31,99,,,,,,,,,
,00:09:32,98,,,,,,,,,
,00:09:33,98,,,,,,,,,
,00:09:34,97,,,,,,,,,
,00:09:35,96,,,,,,,,,
,00:09:36,94,,,,,,,,,
,00:09:37,94,,,,,,,,,
,00:09:38,95,,,,,,,,,
,00:09:39,96,,,,,,,,,
,00:09:40,97,,,,,,,,,
,00:09:41,97,,,,,,,,,
,00:09:42,97,,,,,,,,,
,00:09:43,95,,,,,,,,,
,00:09:44,94,,,,,,,,,
,00:09:45,94,,,,,,,,,
,00:09:46,94,,,,,,,,,
,00:09:47,94,,,,,,,,,
,00:09:48,94,,,,,,,,,
,00:09:49,95,,,,,,,,,
,00:09:50,95,,,,,,,,,
,00:09:51,96,,,,,,,,,
,00:09:52,96,,,,,,,,,
,00:09:53,96,,,,,,,,,
,00:09:54,97,,,,,,,,,
,00:09:55,96,,,,,,,,,
,00:09:56,97,,,,,,,,,
,00:09:57,97,,,,,,,,,
,00:09:58,98,,,,,,,,,
,00:09:59,98,,,,,,,,,
,00:10:00,98,,,,,,,,,
,00:10:01,98,,,,,,,,,
,00:10:02,97,,,,,,,,,
,00:10:03,97,,,,,,,,,
,00:10:04,94,,,,,,,,,
,00:10:05,93,,,,,,,,,
,00:10:06,93,,,,,,,,,
,00:10:07,93,,,,,,,,,
,00:10:08,94,,,,,,,,,
,00:10:09,94,,,,,,,,,
,00:10:10,94,,,,,,,,,
,00:10:11,93,,,,,,,,,
,00:10:12,94,,,,,,,,,
,00:10:13,94,,,,,,,,,
,00:10:14,94,,,,,,,,,
,00:10:15,95,,,,,,,,,
,00:10:16,94,,,,,,,,,
,00:10:17,94,,,,,,,,,
,00:10:18,94,,,,,,,,,
,00:10:19,95,,,,,,,,,
,00:10:20,95,,,,,,,,,
,00:10:21,95,,,,,,,,,
,00:10:22,96,,,,,,,,,
,00:10:23,96,,,,,,,,,
,00:10:24,97,,,,,,,,,
,00:10:25,98,,,,,,,,,
,00:10:26,99,,,,,,,,,
,00:10:27,100,,,,,,,,,
,00:10:28,100,,,,,,,,,
,00:10:29,99,,,,,,,,,
,00:10:30,98,,,,,,,,,
,00:10:31,98,,,,,,,,,
,00:10:32,99,,,,,,,,,
,00:10:33,99,,,,,,,,,
,00:10:34,99,,,,,,,,,
,00:10:35,99,,,,,,,,,
,00:10:36,99,,,,,,,,,
,00:10:37,98,,,,,,,,,
,00:10:38,97,,,,,,,,,
,00:10:39,95,,,,,,,,,
,00:10:40,94,,,,,,,,,
,00:10:41,92,,,,,,,,,
,00:10:42,91,,,,,,,,,
,00:10:43,89,,,,,,,,,
,00:10:44,90,,,,,,,,,
,00:10:45,90,,,,,,,,,
,00:10:46,90,,,,,,,,,
,00:10:47,89,,,,,,,,,
,00:10:48,87,,,,,,,,,
,00:10:49,87,,,,,,,,,
,00:10:50,86,,,,,,,,,
,00:10:51,86,,,,,,,,,
,00:10:52,85,,,,,,,,,
,00:10:53,84,,,,,,,,,
,00:10:54,84,,,,,,,,,
,00:10:55,84,,,,,,,,,
,00:10:56,84,,,,,,,,,
,00:10:57,84,,,,,,,,,
,00:10:58,83,,,,,,,,,
,00:10:59,84,,,,,,,,,
,00:11:00,86,,,,,,,,,
,00:11:01,87,,,,,,,,,
,00:11:02,87,,,,,,,,,
,00:11:03,86,,,,,,,,,
,00:11:04,88,,,,,,,,,
,00:11:05,87,,,,,,,,,
,00:11:06,87,,,,,,,,,
,00:11:07,87,,,,,,,,,
,00:11:08,87,,,,,,,,,
,00:11:09,88,,,,,,,,,
,00:11:10,88,,,,,,,,,
,00:11:11,90,,,,,,,,,
,00:11:12,89,,,,,,,,,
,00:11:13,89,,,,,,,,,
,00:11:14,89,,,,,,,,,
,00:11:15,90,,,,,,,,,
,00:11:16,90,,,,,,,,,
,00:11:17,90,,,,,,,,,
,00:11:18,91,,,,,,,,,
,00:11:19,91,,,,,,,,,
,00:11:20,93,,,,,,,,,
,00:11:21,93,,,,,,,,,
,00:11:22,93,,,,,,,,,
,00:11:23,94,,,,,,,,,
,00:11:24,95,,,,,,,,,
,00:11:25,95,,,,,,,,,
,00:11:26,95,,,,,,,,,
,00:11:27,94,,,,,,,,,
,00:11:28,94,,,,,,,,,
,00:11:29,93,,,,,,,,,
,00:11:30,93,,,,,,,,,
,00:11:31,93,,,,,,,,,
,00:11:32,93,,,,,,,,,
,00:11:33,92,,,,,,,,,
,00:11:34,92,,,,,,,,,
,00:11:35,92,,,,,,,,,
,00:11:36,93,,,,,,,,,
,00:11:37,93,,,,,,,,,
,00:11:38,94,,,,,,,,,
,00:11:39,95,,,,,,,,,
,00:11:40,94,,,,,,,,,
,00:11:41,93,,,,,,,,,
,00:11:42,93,,,,,,,,,
,00:11:43,91,,,,,,,,,
,00:11:44,91,,,,,,,,,
,00:11:45,90,,,,,,,,,
,00:11:46,90,,,,,,,,,
,00:11:47,90,,,,,,,,,
,00:11:48,87,,,,,,,,,
,00:11:49,86,,,,,,,,,
,00:11:50,86,,,,,,,,,
,00:11:51,87,,,,,,,,,
,00:11:52,87,,,,,,,,,
,00:11:53,89,,,,,,,,,
,00:11:54,87,,,,,,,,,
,00:11:55,87,,,,,,,,,
,00:11:56,87,,,,,,,,,
,00:11:57,87,,,,,,,,,
,00:11:58,87,,,,,,,,,
,00:11:59,86,,,,,,,,,
,00:12:00,87,,,,,,,,,
,00:12:01,87,,,,,,,,,
,00:12:02,88,,,,,,,,,
,00:12:03,88,,,,,,,,,
,00:12:04,88,,,,,,,,,
,00:12:05,89,,,,,,,,,
,00:12:06,91,,,,,,,,,
,00:12:07,91,,,,,,,,,
,00:12:08,91,,,,,,,,,
,00:12:09,91,,,,,,,,,
,00:12:10,91,,,,,,,,,
,00:12:11,89,,,,,,,,,
,00:12:12,89,,,,,,,,,
,00:12:13,89,,,,,,,,,
,00:12:14,88,,,,,,,,,
,00:12:15,89,,,,,,,,,
,00:12:16,89,,,,,,,,,
,00:12:17,91,,,,,,,,,
,00:12:18,91,,,,,,,,,
,00:12:19,91,,,,,,,,,
,00:12:20,90,,,,,,,,,
,00:12:21,91,,,,,,,,,
,00:12:22,92,,,,,,,,,
,00:12:23,93,,,,,,,,,
,00:12:24,94,,,,,,,,,
,00:12:25,95,,,,,,,,,
,00:12:26,95,,,,,,,,,
,00:12:27,95,,,,,,,,,
,00:12:28,97,,,,,,,,,
,00:12:29,97,,,,,,,,,
,00:12:30,96,,,,,,,,,
,00:12:31,96,,,,,,,,,
,00:12:32,96,,,,,,,,,
,00:12:33,95,,,,,,,,,
,00:12:34,95,,,,,,,,,
,00:12:35,93,,,,,,,,,
,00:12:36,91,,,,,,,,,
,00:12:37,90,,,,,,,,,
,00:12:38,90,,,,,,,,,
,00:12:39,90,,,,,,,,,
,00:12:40,90,,,,,,,,,
,00:12:41,88,,,,,,,,,
,00:12:42,88,,,,,,,,,
,00:12:43,88,,,,,,,,,
,00:12:44,88,,,,,,,,,
,00:12:45,86,,,,,,,,,
,00:12:46,88,,,,,,,,,
,00:12:47,88,,,,,,,,,
,00:12:48,90,,,,,,,,,
